"end_lat","end_lng","number_of_members","number_of_casuals","number_of_electric","number_of_classic","number_of_docked","total"
41.791568,-87.607852,0,45,0,0,45,45
41.79156801058,-87.6078521774,785,333,341,777,0,1118
41.791728,-87.583945,0,625,0,0,625,625
41.79172820953,-87.583945009,1801,2368,1405,2764,0,4169
41.792822,-87.664429,35,118,95,50,8,153
41.79292964599,-87.6449900565,54,62,49,67,0,116
41.79293,-87.64499,0,8,0,0,8,8
41.793242,-87.587782,6467,2527,2189,6635,170,8994
41.793429,-87.615853,0,22,0,0,22,22
41.79342945658,-87.6158532619,115,187,113,189,0,302
41.7934668333333,-87.6158608333333,0,1,1,0,0,1
41.794087,-87.675478,17,146,45,104,14,163
41.794228,-87.655073,85,160,97,134,14,245
41.79430062054,-87.6014497734,19060,4102,5691,17471,0,23162
41.794301,-87.60145,0,145,0,0,145,145
41.7943128333333,-87.6014948333333,1,0,1,0,0,1
41.794318557,-87.60145545,0,1,1,0,0,1
41.7943358333333,-87.6012665,0,1,1,0,0,1
41.794853,-87.618691,891,660,611,865,75,1551
41.794982,-87.633124,230,199,193,225,11,429
41.795212,-87.580715,7619,5143,3543,8562,657,12762
41.795264,-87.596471,7215,2677,2813,6917,162,9892
41.7952898333333,-87.5964885,1,0,1,0,0,1
41.796642,-87.625923,109,74,60,107,16,183
41.799336,-87.600958,0,122,0,0,122,122
41.79933626261,-87.6009581145,5390,1196,1633,4953,0,6586
41.799341,-87.5947003333333,0,1,1,0,0,1
41.799494,-87.58645,0,313,0,0,313,313
41.79949429373,-87.5864498959,5103,2865,2665,5303,0,7968
41.7995435,-87.5948121666667,1,0,1,0,0,1
41.799568,-87.594747,13215,5306,5753,12484,284,18521
41.7996006666667,-87.5948331666667,0,1,1,0,0,1
41.799659,-87.657195,55,70,82,33,10,125
41.7996783333333,-87.6571536666667,0,1,1,0,0,1
41.8,-87.8,1,0,1,0,0,1
41.8,-87.78,0,1,1,0,0,1
41.8,-87.77,1,4,5,0,0,5
41.8,-87.76,11,13,24,0,0,24
41.8,-87.75,119,286,405,0,0,405
41.8,-87.74,24,51,75,0,0,75
41.8,-87.73,45,192,237,0,0,237
41.8,-87.72,628,651,1279,0,0,1279
41.8,-87.71,44,165,209,0,0,209
41.8,-87.7,670,1034,1703,1,0,1704
41.8,-87.69,159,201,360,0,0,360
41.8,-87.68,128,282,410,0,0,410
41.8,-87.67,17,130,147,0,0,147
41.8,-87.66,39,77,116,0,0,116
41.8,-87.65,35,40,75,0,0,75
41.8,-87.64,10,2,12,0,0,12
41.8,-87.63,7,18,25,0,0,25
41.8,-87.62,203,117,320,0,0,320
41.8,-87.61,120,92,212,0,0,212
41.8,-87.6,2080,764,2842,2,0,2844
41.8,-87.59,3345,1358,4697,6,0,4703
41.8,-87.58,992,637,1629,0,0,1629
41.8,-87.57,1,0,1,0,0,1
41.800908,-87.674684,44,116,91,60,9,160
41.80183164049,-87.645213904,230,145,101,274,0,375
41.801832,-87.645214,0,11,0,0,11,11
41.80229465088,-87.6180535802,653,400,510,543,0,1053
41.802295,-87.618054,0,24,0,0,24,24
41.802406,-87.586924,5404,3077,2455,5627,399,8481
41.802562,-87.590368,3447,1699,1687,3320,139,5146
41.802888155,-87.596238017,0,1,1,0,0,1
41.803023,-87.664699,122,109,147,76,8,231
41.803038,-87.606615,927,757,679,940,65,1684
41.805661,-87.683392,124,277,183,193,25,401
41.805772,-87.592464,759,420,544,583,52,1179
41.80813391481,-87.6456165545,342,174,251,265,0,516
41.808134,-87.645617,0,14,0,0,14,14
41.808227,-87.67718,136,268,157,230,17,404
41.80839,-87.656526,50,63,43,60,10,113
41.80887,-87.66454,363,180,236,278,29,543
41.80931770924,-87.633449288,436,311,386,361,0,747
41.809318,-87.633449,0,10,0,0,10,10
41.809443,-87.591875,1704,1148,996,1640,216,2852
41.809835,-87.599383,1608,889,1158,1250,89,2497
41.809851,-87.616279,253,365,203,359,56,618
41.809855,-87.606755,1108,685,716,1011,66,1793
41.8098838333333,-87.6067236666667,0,1,1,0,0,1
41.81,-87.75,5,126,131,0,0,131
41.81,-87.74,21,19,40,0,0,40
41.81,-87.73,103,195,298,0,0,298
41.81,-87.72,287,222,509,0,0,509
41.81,-87.71,243,123,366,0,0,366
41.81,-87.7,160,540,700,0,0,700
41.81,-87.69,120,215,335,0,0,335
41.81,-87.68,150,119,269,0,0,269
41.81,-87.67,143,126,269,0,0,269
41.81,-87.66,75,72,147,0,0,147
41.81,-87.65,30,21,51,0,0,51
41.81,-87.64,16,67,83,0,0,83
41.81,-87.63,42,52,94,0,0,94
41.81,-87.62,264,163,427,0,0,427
41.81,-87.61,213,192,405,0,0,405
41.81,-87.6,476,163,639,0,0,639
41.81,-87.59,308,157,465,0,0,465
41.81,-87.58,8,12,20,0,0,20
41.813996,-87.666589,288,179,283,171,13,467
41.8140731666667,-87.59701,1,0,1,0,0,1
41.8140835,-87.5970271666667,1,0,1,0,0,1
41.81409271048,-87.5970051479,1040,501,585,956,0,1541
41.814093,-87.597005,0,92,0,0,92,92
41.81620767856,-87.6348193497,120,183,170,133,0,303
41.816208,-87.634819,0,5,0,0,5,5
41.816499,-87.606582,1068,510,779,740,59,1578
41.81665889302,-87.6194124619,585,483,615,453,0,1068
41.816659,-87.619412,0,34,0,0,34,34
41.819102,-87.643278,250,224,274,179,21,474
41.82,-87.86,0,1,1,0,0,1
41.82,-87.83,0,1,1,0,0,1
41.82,-87.76,0,1,1,0,0,1
41.82,-87.74,0,1,1,0,0,1
41.82,-87.73,66,6,72,0,0,72
41.82,-87.72,111,123,234,0,0,234
41.82,-87.71,34,31,65,0,0,65
41.82,-87.7,341,493,834,0,0,834
41.82,-87.69,374,557,931,0,0,931
41.82,-87.68,17,81,98,0,0,98
41.82,-87.67,26,30,56,0,0,56
41.82,-87.66,4,3,7,0,0,7
41.82,-87.65,20,40,60,0,0,60
41.82,-87.64,41,25,66,0,0,66
41.82,-87.63,129,65,194,0,0,194
41.82,-87.62,132,205,337,0,0,337
41.82,-87.61,70,100,168,2,0,170
41.82,-87.6,282,285,567,0,0,567
41.82,-87.59,45,26,71,0,0,71
41.82168,-87.6216,117,271,186,171,31,388
41.822720289,-87.61543107,0,1,1,0,0,1
41.822985,-87.6071,465,783,418,658,172,1248
41.823015,-87.626568,0,5,0,0,5,5
41.82301523798,-87.6265680185,170,80,173,77,0,250
41.823192,-87.676597,288,232,264,207,49,520
41.823465,-87.665577,150,114,94,158,12,264
41.823613,-87.650931,153,72,75,149,1,225
41.824232875584,-87.5981622934341,0,3,2,1,0,3
41.8244647320363,-87.5981448590755,3,9,5,7,0,12
41.824465,-87.598145,0,3,0,0,3,3
41.8246,-87.61678,760,671,643,706,82,1431
41.826712,-87.683144,361,259,248,299,73,620
41.827059,-87.64572,381,284,301,348,16,665
41.8287303333333,-87.6806566666667,0,1,1,0,0,1
41.828792,-87.680604,0,64,0,0,64,64
41.82879201994,-87.6806044594,655,565,826,394,0,1220
41.83,-87.79,1,1,2,0,0,2
41.83,-87.77,1,1,2,0,0,2
41.83,-87.76,0,2,2,0,0,2
41.83,-87.75,1,4,5,0,0,5
41.83,-87.74,0,2,2,0,0,2
41.83,-87.73,40,36,76,0,0,76
41.83,-87.72,51,43,94,0,0,94
41.83,-87.71,8,8,16,0,0,16
41.83,-87.7,11,15,26,0,0,26
41.83,-87.69,29,125,154,0,0,154
41.83,-87.68,261,241,502,0,0,502
41.83,-87.67,176,133,309,0,0,309
41.83,-87.66,82,76,158,0,0,158
41.83,-87.65,379,204,583,0,0,583
41.83,-87.64,119,99,218,0,0,218
41.83,-87.63,747,250,996,1,0,997
41.83,-87.62,358,197,555,0,0,555
41.83,-87.61,469,373,842,0,0,842
41.83,-87.6,68,86,154,0,0,154
41.83010465416,-87.6702983089,686,422,677,431,0,1108
41.830105,-87.670298,0,35,0,0,35,35
41.830661,-87.647172,2080,1046,1444,1583,99,3126
41.830688564721,-87.6562106609344,1048,441,748,741,0,1489
41.830689,-87.656211,0,52,0,0,52,52
41.830707,-87.641255,0,40,0,0,40,40
41.8307070514409,-87.6412553340197,1407,558,835,1130,0,1965
41.830770016,-87.656295061,1,0,1,0,0,1
41.830777,-87.632504,1190,880,893,1077,100,2070
41.831014,-87.641184,0,6,0,0,6,6
41.8310143299212,-87.6411835849285,76,11,29,58,0,87
41.831036,-87.626798,0,110,0,0,110,110
41.8310363140161,-87.6267975568771,5053,938,2251,3740,0,5991
41.831274,-87.608799,0,348,0,0,348,348
41.83127423549,-87.6087991946,1469,1028,867,1630,0,2497
41.8312996666667,-87.6087005,0,1,1,0,0,1
41.831379,-87.618034,2388,607,993,1943,59,2995
41.83452988563,-87.6318229814,2821,774,1222,2373,0,3595
41.83453,-87.631823,0,61,0,0,61,61
41.834734,-87.625813,15327,1674,7055,9759,187,17001
41.8349,-87.61793,8072,1006,3493,5497,88,9078
41.836208,-87.613533,4711,1069,2634,3025,121,5780
41.8367868333333,-87.6133976666667,0,1,1,0,0,1
41.8378,-87.65114,3164,1269,2158,2180,95,4433
41.8378223333333,-87.6512785,0,1,1,0,0,1
41.8378243333333,-87.6512508333333,1,0,1,0,0,1
41.838198,-87.645143,6117,1514,3096,4413,122,7631
41.838271856,-87.645125508,1,0,1,0,0,1
41.8382936666667,-87.6452135,0,1,1,0,0,1
41.838464,-87.635406,3988,736,1699,2983,42,4724
41.8384945,-87.6081738333333,0,1,1,0,0,1
41.838556,-87.608218,4368,4596,2142,5701,1121,8964
41.838842,-87.621857,3740,737,1518,2874,85,4477
41.83920868403,-87.6656098589,1072,486,729,829,0,1558
41.839209,-87.66561,0,48,0,0,48,48
41.84,-87.79,1,0,1,0,0,1
41.84,-87.78,0,2,2,0,0,2
41.84,-87.74,6,19,25,0,0,25
41.84,-87.73,292,624,916,0,0,916
41.84,-87.72,332,531,863,0,0,863
41.84,-87.71,49,182,231,0,0,231
41.84,-87.7,60,202,262,0,0,262
41.84,-87.69,94,40,134,0,0,134
41.84,-87.68,12,13,25,0,0,25
41.84,-87.67,59,149,208,0,0,208
41.84,-87.66,403,162,565,0,0,565
41.84,-87.65,635,260,895,0,0,895
41.84,-87.64,292,162,453,1,0,454
41.84,-87.63,852,138,990,0,0,990
41.84,-87.62,740,152,892,0,0,892
41.84,-87.61,257,294,551,0,0,551
41.84,-87.6,16,19,35,0,0,35
41.84151770807,-87.6851314409,184,90,176,98,0,274
41.841518,-87.685131,0,14,0,0,14,14
41.84163253965,-87.6574349533,1034,624,860,798,0,1658
41.841633,-87.657435,0,55,0,0,55,55
41.841707,-87.626938,1101,333,497,898,39,1434
41.842030168,-87.616837144,0,1,1,0,0,1
41.842052,-87.617,8101,1660,4734,4862,165,9761
41.842733,-87.635491,2830,554,1348,1993,43,3384
41.84358,-87.645368,2439,710,918,2171,60,3149
41.8436799145765,-87.6949685811996,335,113,254,194,0,448
41.84368,-87.694969,0,5,0,0,5,5
41.844462,-87.7020671666667,0,1,1,0,0,1
41.844475,-87.702013,0,27,0,0,27,27
41.84447501366,-87.7020130128,168,244,251,161,0,412
41.844531,-87.715922,0,23,0,0,23,23
41.8445311246216,-87.715921998024,248,272,254,266,0,520
41.845687,-87.622481,1898,916,1429,1278,107,2814
41.845714092,-87.622584939,0,1,1,0,0,1
41.847203,-87.646795,1881,1045,1200,1619,107,2926
41.8481,-87.715068,221,261,288,182,12,482
41.84819094491,-87.7054137458,114,206,224,96,0,320
41.848191,-87.705414,0,22,0,0,22,22
41.84847,-87.685109,829,365,707,462,25,1194
41.84910969176,-87.6951398068,425,271,323,373,0,696
41.84911,-87.69514,0,26,0,0,26,26
41.849110603,-87.694828868,0,1,1,0,0,1
41.8492,-87.67564,551,414,546,390,29,965
41.849527,-87.640591,902,373,432,805,38,1275
41.85,-87.82,1,0,1,0,0,1
41.85,-87.81,0,2,2,0,0,2
41.85,-87.8,0,2,2,0,0,2
41.85,-87.79,1,2,3,0,0,3
41.85,-87.78,1,1,2,0,0,2
41.85,-87.77,1,0,1,0,0,1
41.85,-87.76,0,3,3,0,0,3
41.85,-87.75,2,3,5,0,0,5
41.85,-87.74,10,25,35,0,0,35
41.85,-87.73,75,102,177,0,0,177
41.85,-87.72,216,451,667,0,0,667
41.85,-87.71,111,124,235,0,0,235
41.85,-87.7,371,252,623,0,0,623
41.85,-87.69,900,527,1427,0,0,1427
41.85,-87.68,433,298,730,1,0,731
41.85,-87.67,298,259,557,0,0,557
41.85,-87.66,90,126,216,0,0,216
41.85,-87.65,127,142,267,2,0,269
41.85,-87.64,444,227,671,0,0,671
41.85,-87.63,574,652,1226,0,0,1226
41.85,-87.62,354,562,915,1,0,916
41.85,-87.61,172,262,433,1,0,434
41.85,-87.6,0,1,1,0,0,1
41.8500836934758,-87.6321405172348,1617,889,829,1677,0,2506
41.850084,-87.632141,0,195,0,0,195,195
41.851375,-87.618835,0,743,0,0,743,743
41.8513751729,-87.6188346489,1953,3777,2466,3264,0,5730
41.852619,-87.626488,1936,2184,1813,2068,239,4120
41.8530845574128,-87.6319313049316,5852,4861,4108,6605,0,10713
41.853085,-87.631931,0,933,0,0,933,933
41.853295207,-87.631807566,1,0,1,0,0,1
41.85353363213,-87.7050730318,252,296,359,189,0,548
41.853534,-87.705073,0,56,0,0,56,56
41.8537798107274,-87.6466029882431,1450,859,878,1431,0,2309
41.85378,-87.646603,0,68,0,0,68,68
41.8537878021009,-87.6952461898327,117,73,132,58,0,190
41.853788,-87.695246,0,4,0,0,4,4
41.8537957934734,-87.6958228647709,116,72,87,101,0,188
41.853796,-87.695823,0,4,0,0,4,4
41.853804,-87.695742,0,49,0,0,49,49
41.8538040657915,-87.6957423985004,596,421,525,492,0,1017
41.8540635038745,-87.7151173353195,371,464,566,269,0,835
41.854064,-87.715117,0,33,0,0,33,33
41.854078174,-87.685861111,0,1,1,0,0,1
41.854109,-87.685838,1132,693,968,794,63,1825
41.854184,-87.619154,0,423,0,0,423,423
41.85418424947,-87.6191537415,1895,2322,1957,2260,0,4217
41.8542648333333,-87.6193615,0,1,1,0,0,1
41.8549145757657,-87.6635599136353,2169,1391,1964,1596,0,3560
41.854915,-87.66356,0,79,0,0,79,79
41.8549665187539,-87.6756995916366,2075,1641,1955,1761,0,3716
41.854967,-87.6757,0,116,0,0,116,116
41.855136,-87.654127,1821,1301,1363,1668,91,3122
41.8553748333333,-87.6516608333333,0,1,1,0,0,1
41.856268,-87.613348,858,445,175,1009,119,1303
41.856594,-87.627542,1749,1303,1125,1754,173,3052
41.856802,-87.633879,1230,1402,864,1449,319,2632
41.857411787074,-87.6137915253639,5174,3656,2337,6493,0,8830
41.857412,-87.613792,0,806,0,0,806,806
41.85749495,-87.646031022,1,0,1,0,0,1
41.8575056803172,-87.6459914445877,2764,1386,2060,2090,0,4150
41.857506,-87.645991,0,110,0,0,110,110
41.857556,-87.661535,4193,2846,3541,3290,208,7039
41.857611,-87.619407,4228,3118,2647,4324,375,7346
41.8576175529375,-87.6194107532501,779,170,361,588,0,949
41.857618,-87.619411,0,17,0,0,17,17
41.85763,-87.6194246666667,0,1,1,0,0,1
41.857813,-87.62455,7019,3716,4392,5960,383,10735
41.8578848333333,-87.6685601666667,0,1,1,0,0,1
41.857889,-87.620199,0,54,0,0,54,54
41.8578892427723,-87.6201993227005,1036,400,595,841,0,1436
41.857901,-87.668745,3517,2231,2730,2857,161,5748
41.8579225,-87.668762,0,1,1,0,0,1
41.85795,-87.640826,2370,1426,1811,1875,110,3796
41.858086,-87.651073,3987,2585,3148,3201,223,6572
41.858166,-87.656495,5309,2940,4095,3967,187,8249
41.858277202,-87.656466961,0,1,1,0,0,1
41.86,-87.88,0,1,1,0,0,1
41.86,-87.8,0,1,1,0,0,1
41.86,-87.79,2,2,4,0,0,4
41.86,-87.78,0,1,1,0,0,1
41.86,-87.75,1,2,3,0,0,3
41.86,-87.74,0,5,5,0,0,5
41.86,-87.73,51,96,147,0,0,147
41.86,-87.72,112,198,310,0,0,310
41.86,-87.71,71,162,233,0,0,233
41.86,-87.7,271,534,805,0,0,805
41.86,-87.69,337,232,569,0,0,569
41.86,-87.68,371,250,621,0,0,621
41.86,-87.67,408,301,709,0,0,709
41.86,-87.66,713,646,1355,4,0,1359
41.86,-87.65,810,600,1409,1,0,1410
41.86,-87.64,444,238,682,0,0,682
41.86,-87.63,673,572,1245,0,0,1245
41.86,-87.62,807,703,1510,0,0,1510
41.86,-87.61,545,822,1365,2,0,1367
41.86,-87.58,1,0,1,0,0,1
41.860384,-87.625813,5731,3181,3266,5435,211,8912
41.861267,-87.656625,2251,1311,1671,1784,107,3562
41.86193,-87.69345,0,31,0,0,31,31
41.8619304927826,-87.6934504508972,607,410,509,508,0,1017
41.862378,-87.651062,4134,1374,2250,3177,81,5508
41.8638281740623,-87.6801064610481,8,0,5,3,0,8
41.864059,-87.623727,8398,4704,5246,7434,422,13102
41.864289,-87.6235963333333,0,1,1,0,0,1
41.8644474052394,-87.6823997497559,2,0,2,0,0,2
41.8646,-87.681,0,1,1,0,0,1
41.864830017,-87.647124887,0,1,1,0,0,1
41.864883,-87.647071,8508,3873,5822,6318,241,12381
41.865054,-87.656959,608,474,414,619,49,1082
41.865234,-87.666507,3667,610,1678,2548,51,4277
41.8653003333333,-87.6179295,0,1,1,0,0,1
41.865312,-87.617867,2098,5976,2751,4126,1197,8074
41.8653166666667,-87.6179136666667,0,1,1,0,0,1
41.866064,-87.6073373333333,0,1,1,0,0,1
41.8660831666667,-87.6073626666667,0,1,1,0,0,1
41.866095,-87.607267,5023,10905,4888,8659,2381,15928
41.866131,-87.6072676666667,0,1,1,0,0,1
41.8661343333333,-87.6072721666667,0,1,1,0,0,1
41.866143703,-87.607280254,0,1,1,0,0,1
41.8661681666667,-87.607319,0,1,1,0,0,1
41.86649278172,-87.7064961757,117,269,190,196,0,386
41.866493,-87.706496,0,18,0,0,18,18
41.866501,-87.684697,0,64,0,0,64,64
41.86650148316,-87.68469707,1624,489,1122,991,0,2113
41.866624,-87.694521,319,313,398,216,18,632
41.8671177825,-87.6410879593,6530,3177,4796,4911,0,9707
41.867118,-87.641088,0,260,0,0,260,260
41.8671721666667,-87.6259806666667,0,1,1,0,0,1
41.8672011666667,-87.6153166666667,0,1,1,0,0,1
41.8672086666667,-87.6153443333333,0,1,1,0,0,1
41.86722595682,-87.6153553902,6070,15402,7933,13539,0,21472
41.867226,-87.615355,0,4244,0,0,4244,4244
41.867227,-87.625961,15510,8899,9790,13648,971,24409
41.8672393333333,-87.6154086666667,0,1,1,0,0,1
41.8672473333333,-87.6154411666667,1,0,1,0,0,1
41.8672485,-87.6154456666667,0,1,1,0,0,1
41.8672516666667,-87.61545,0,1,1,0,0,1
41.8672683333333,-87.615432,0,1,1,0,0,1
41.867273,-87.6259438333333,0,1,1,0,0,1
41.867324,-87.648625,7898,1888,3723,5909,154,9786
41.867387056,-87.648665071,1,0,1,0,0,1
41.867491,-87.63219,4875,3022,3757,3844,296,7897
41.8678145,-87.6229903333333,0,1,1,0,0,1
41.8678541666667,-87.6229765,0,1,1,0,0,1
41.867888,-87.623041,15059,13205,9858,16546,1860,28264
41.8679251666667,-87.6229451666667,1,0,1,0,0,1
41.868563,-87.686234,5611,1016,4125,2457,45,6627
41.868765831,-87.659109354,1,0,1,0,0,1
41.868968,-87.659141,6673,2043,3411,5186,119,8716
41.869265,-87.673731,0,70,0,0,70,70
41.8692652184382,-87.6737308502197,6490,947,3278,4159,0,7437
41.8693916666667,-87.6556005,1,0,1,0,0,1
41.8694233333333,-87.655435,1,0,1,0,0,1
41.8694488333333,-87.6554965,0,1,1,0,0,1
41.869482,-87.655486,0,193,0,0,193,193
41.8694821,-87.6554864,11984,2814,6255,8543,0,14798
41.8696207474812,-87.6239812374115,779,1299,929,1149,0,2078
41.869621,-87.623981,0,257,0,0,257,257
41.87,-88.14,1,0,1,0,0,1
41.87,-87.81,3,1,4,0,0,4
41.87,-87.79,1,6,7,0,0,7
41.87,-87.78,0,2,2,0,0,2
41.87,-87.77,42,52,94,0,0,94
41.87,-87.76,7,86,93,0,0,93
41.87,-87.75,15,43,58,0,0,58
41.87,-87.74,14,22,36,0,0,36
41.87,-87.73,20,110,130,0,0,130
41.87,-87.72,28,69,97,0,0,97
41.87,-87.71,267,140,407,0,0,407
41.87,-87.7,164,158,322,0,0,322
41.87,-87.69,1220,562,1781,1,0,1782
41.87,-87.68,1083,308,1391,0,0,1391
41.87,-87.67,1469,462,1931,0,0,1931
41.87,-87.66,2000,685,2682,3,0,2685
41.87,-87.65,2527,852,3376,3,0,3379
41.87,-87.64,1316,874,2187,3,0,2190
41.87,-87.63,2343,1892,4228,7,0,4235
41.87,-87.62,1192,2130,3318,4,0,3322
41.87,-87.61,370,928,1298,0,0,1298
41.870217919,-87.639477372,1,0,1,0,0,1
41.870257,-87.639474,5525,2475,3445,4337,218,8000
41.870769,-87.625734,10321,6471,6399,9600,793,16792
41.870816,-87.631246,3878,2175,2452,3452,149,6053
41.871262,-87.673688,11284,1150,4957,7401,76,12434
41.871419191,-87.673671126,1,0,1,0,0,1
41.87146651779,-87.6409491327,885,375,518,742,0,1260
41.871467,-87.640949,0,49,0,0,49,49
41.871514,-87.669886,5975,765,2841,3848,51,6740
41.871737,-87.65103,15740,2808,8038,10320,190,18548
41.8717548333333,-87.6690745,1,0,1,0,0,1
41.8718181666667,-87.6546956666667,1,0,1,0,0,1
41.87184,-87.64664,16024,2998,7857,10973,192,19022
41.8720028333333,-87.6299761666667,1,0,1,0,0,1
41.872004986,-87.650851607,1,0,1,0,0,1
41.87207763285,-87.6295437729,13311,5925,7374,11862,0,19236
41.872078,-87.629544,0,486,0,0,486,486
41.872095227,-87.629607797,0,1,1,0,0,1
41.872131,-87.746619,36,89,56,65,4,125
41.8721421666667,-87.6295325,0,1,1,0,0,1
41.872168,-87.66155,0,5,0,0,5,5
41.872168314881,-87.6615495979786,455,87,158,384,0,542
41.872185,-87.661582,0,1,1,0,0,1
41.872187,-87.661501,16984,2611,7540,11890,165,19595
41.8721923333333,-87.6612265,1,0,1,0,0,1
41.8722287322403,-87.6613638550043,5211,420,2604,3027,0,5631
41.872229,-87.661364,0,17,0,0,17,17
41.8724933333333,-87.6240535,0,1,1,0,0,1
41.872541308,-87.624191642,1,0,1,0,0,1
41.872596,-87.633502,1621,524,883,1235,27,2145
41.872612119,-87.623889685,0,1,1,0,0,1
41.872682214,-87.623924851,0,1,1,0,0,1
41.8727315422631,-87.6335164904594,6300,2885,4289,4896,0,9185
41.872732,-87.633516,0,158,0,0,158,158
41.872773,-87.623981,5952,10524,5306,9303,1867,16476
41.8727853333333,-87.6239103333333,0,1,1,0,0,1
41.87295,-87.66913,7017,1224,3578,4631,32,8241
41.872993,-87.764499,32,112,69,63,12,144
41.873061,-87.669135,0,7,0,0,7,7
41.8730610878979,-87.6691348850727,2163,206,1048,1321,0,2369
41.87359967462,-87.7048707493,136,92,136,92,0,228
41.8736,-87.704871,0,4,0,0,4,4
41.874053,-87.627716,3866,3951,2808,4495,514,7817
41.8742545,-87.6277275,1,0,1,0,0,1
41.874255,-87.639573,2187,831,1014,1922,82,3018
41.874325,-87.725704,13,19,24,7,1,32
41.87441,-87.726092,0,8,0,0,8,8
41.8744102100382,-87.726091593504,59,102,86,75,0,161
41.8746391666667,-87.6863651666667,0,1,1,0,0,1
41.87464,-87.65703,6925,1389,3235,5014,65,8314
41.87474885079,-87.6864452757,3139,1062,1963,2238,0,4201
